statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,freq_1,freq_2
Sodium bicarbonate is indicated for the treatment of metabolic acidosis.,Sodium bicarbonate,metabolic acidosis,"cardiac arrest, dehydration, diabetes, metabolic acidosis, renal disease, shock",true,false,true,false,false,indications,2.7,2.41
Sodium bicarbonate is not indicated for the treatment of interstitial cystitis.,Sodium bicarbonate,interstitial cystitis,"cardiac arrest, dehydration, diabetes, metabolic acidosis, renal disease, shock",true,true,true,false,false,indications,2.7,2.09
Sodium bicarbonate is not indicated for the treatment of renal disease.,Sodium bicarbonate,renal disease,"cardiac arrest, dehydration, diabetes, metabolic acidosis, renal disease, shock",false,true,true,false,false,indications,2.7,3.42
Sodium bicarbonate is indicated for the treatment of renal disease.,Sodium bicarbonate,renal disease,"cardiac arrest, dehydration, diabetes, metabolic acidosis, renal disease, shock",true,false,true,false,false,indications,2.7,3.42
Sodium bicarbonate is not indicated for the treatment of hepatitis.,Sodium bicarbonate,hepatitis,"cardiac arrest, dehydration, diabetes, metabolic acidosis, renal disease, shock",true,true,true,false,false,indications,2.7,3.52
Sodium bicarbonate is indicated for the treatment of uterine fibroids.,Sodium bicarbonate,uterine fibroids,"cardiac arrest, dehydration, diabetes, metabolic acidosis, renal disease, shock",false,false,true,false,false,indications,2.7,2.24
Sodium bicarbonate is not indicated for the treatment of shock.,Sodium bicarbonate,shock,"cardiac arrest, dehydration, diabetes, metabolic acidosis, renal disease, shock",false,true,true,false,false,indications,2.7,4.46
Sodium bicarbonate is indicated for the treatment of shock.,Sodium bicarbonate,shock,"cardiac arrest, dehydration, diabetes, metabolic acidosis, renal disease, shock",true,false,true,false,false,indications,2.7,4.46
Sodium bicarbonate is not indicated for the treatment of arteriosclerosis.,Sodium bicarbonate,arteriosclerosis,"cardiac arrest, dehydration, diabetes, metabolic acidosis, renal disease, shock",true,true,true,false,false,indications,2.7,1.96
Esomeprazole is not indicated for the treatment of GERD.,Esomeprazole,GERD,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",false,true,true,false,false,indications,1.37,2.72
Esomeprazole is indicated for the treatment of GERD.,Esomeprazole,GERD,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",true,false,true,false,false,indications,1.37,2.72
Esomeprazole is not indicated for the treatment of burns.,Esomeprazole,burns,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",true,true,true,false,false,indications,1.37,4.24
Esomeprazole is indicated for the treatment of osteolytic lesions.,Esomeprazole,osteolytic lesions,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",false,false,true,false,false,indications,1.37,1.32
Esomeprazole is not indicated for the treatment of esophagitis.,Esomeprazole,esophagitis,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",false,true,true,false,false,indications,1.37,1.84
Esomeprazole is indicated for the treatment of esophagitis.,Esomeprazole,esophagitis,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",true,false,true,false,false,indications,1.37,1.84
Esomeprazole is not indicated for the treatment of blockages.,Esomeprazole,blockages,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",true,true,true,false,false,indications,1.37,2.47
Esomeprazole is indicated for the treatment of Tinea pedis.,Esomeprazole,Tinea pedis,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",false,false,true,false,false,indications,1.37,1.85
Esomeprazole is not indicated for the treatment of gastroesophageal reflux disease.,Esomeprazole,gastroesophageal reflux disease,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",false,true,true,false,false,indications,1.37,2.03
Esomeprazole is indicated for the treatment of gastroesophageal reflux disease.,Esomeprazole,gastroesophageal reflux disease,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",true,false,true,false,false,indications,1.37,2.03
Esomeprazole is not indicated for the treatment of muscle spasm.,Esomeprazole,muscle spasm,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",true,true,true,false,false,indications,1.37,2.82
Esomeprazole is indicated for the treatment of esophageal cancer.,Esomeprazole,esophageal cancer,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",false,false,true,false,false,indications,1.37,2.77
Esomeprazole is not indicated for the treatment of peptic ulcer disease.,Esomeprazole,peptic ulcer disease,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",false,true,true,false,false,indications,1.37,2.14
Esomeprazole is indicated for the treatment of peptic ulcer disease.,Esomeprazole,peptic ulcer disease,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",true,false,true,false,false,indications,1.37,2.14
Esomeprazole is not indicated for the treatment of rheumatic pain.,Esomeprazole,rheumatic pain,"GERD, esophagitis, gastroesophageal reflux disease, peptic ulcer disease",true,true,true,false,false,indications,1.37,2.56
Prednisolone is not indicated for the treatment of tuberculous meningitis.,Prednisolone,tuberculous meningitis,tuberculous meningitis,false,true,true,false,false,indications,2.13,1.83
Prednisolone is indicated for the treatment of tuberculous meningitis.,Prednisolone,tuberculous meningitis,tuberculous meningitis,true,false,true,false,false,indications,2.13,1.83
Prednisolone is not indicated for the treatment of myasthenia gravis.,Prednisolone,myasthenia gravis,tuberculous meningitis,true,true,true,false,false,indications,2.13,1.91
Prednisolone is indicated for the treatment of intracranial berry aneurysms.,Prednisolone,intracranial berry aneurysms,tuberculous meningitis,false,false,true,false,false,indications,2.13,2.22
Aloe vera leaf is not indicated for the treatment of dermatitis.,Aloe vera leaf,dermatitis,"dermatitis, eczema, sunburn",false,true,true,false,false,indications,2.95,2.91
Aloe vera leaf is indicated for the treatment of dermatitis.,Aloe vera leaf,dermatitis,"dermatitis, eczema, sunburn",true,false,true,false,false,indications,2.95,2.91
Aloe vera leaf is not indicated for the treatment of rigidity.,Aloe vera leaf,rigidity,"dermatitis, eczema, sunburn",true,true,true,false,false,indications,2.95,2.99
Aloe vera leaf is indicated for the treatment of idiopathic pulmonary fibrosis.,Aloe vera leaf,idiopathic pulmonary fibrosis,"dermatitis, eczema, sunburn",false,false,true,false,false,indications,2.95,2.47
Aloe vera leaf is not indicated for the treatment of eczema.,Aloe vera leaf,eczema,"dermatitis, eczema, sunburn",false,true,true,false,false,indications,2.95,3.07
Aloe vera leaf is indicated for the treatment of eczema.,Aloe vera leaf,eczema,"dermatitis, eczema, sunburn",true,false,true,false,false,indications,2.95,3.07
Aloe vera leaf is not indicated for the treatment of vascular diseases.,Aloe vera leaf,vascular diseases,"dermatitis, eczema, sunburn",true,true,true,false,false,indications,2.95,3.45
Aloe vera leaf is indicated for the treatment of hypoglycemia.,Aloe vera leaf,hypoglycemia,"dermatitis, eczema, sunburn",false,false,true,false,false,indications,2.95,2.68
Aloe vera leaf is not indicated for the treatment of sunburn.,Aloe vera leaf,sunburn,"dermatitis, eczema, sunburn",false,true,true,false,false,indications,2.95,2.95
Aloe vera leaf is indicated for the treatment of sunburn.,Aloe vera leaf,sunburn,"dermatitis, eczema, sunburn",true,false,true,false,false,indications,2.95,2.95
Aloe vera leaf is not indicated for the treatment of premature ventricular beats.,Aloe vera leaf,premature ventricular beats,"dermatitis, eczema, sunburn",true,true,true,false,false,indications,2.95,2.84
Aloe vera leaf is indicated for the treatment of PHN.,Aloe vera leaf,PHN,"dermatitis, eczema, sunburn",false,false,true,false,false,indications,2.95,1.78
Acetic acid is not indicated for the treatment of infections.,Acetic acid,infections,infections,false,true,true,false,false,indications,2.64,3.97
Acetic acid is indicated for the treatment of infections.,Acetic acid,infections,infections,true,false,true,false,false,indications,2.64,3.97
Acetic acid is not indicated for the treatment of pneumonia.,Acetic acid,pneumonia,infections,true,true,true,false,false,indications,2.64,3.74
Acetic acid is indicated for the treatment of osteosarcoma.,Acetic acid,osteosarcoma,infections,false,false,true,false,false,indications,2.64,2.11
Cephalexin is not indicated for the treatment of infections.,Cephalexin,infections,infections,false,true,true,false,false,indications,1.59,3.97
Cephalexin is indicated for the treatment of infections.,Cephalexin,infections,infections,true,false,true,false,false,indications,1.59,3.97
Cephalexin is not indicated for the treatment of redness.,Cephalexin,redness,infections,true,true,true,false,false,indications,1.59,2.95
Cephalexin is indicated for the treatment of fibrocystic breast disease.,Cephalexin,fibrocystic breast disease,infections,false,false,true,false,false,indications,1.59,1.41
Birch bark extract is not indicated for the treatment of epidermolysis bullosa.,Birch bark extract,epidermolysis bullosa,epidermolysis bullosa,false,true,true,false,false,indications,3.26,1.47
Birch bark extract is indicated for the treatment of epidermolysis bullosa.,Birch bark extract,epidermolysis bullosa,epidermolysis bullosa,true,false,true,false,false,indications,3.26,1.47
Birch bark extract is not indicated for the treatment of central nervous system disorders.,Birch bark extract,central nervous system disorders,epidermolysis bullosa,true,true,true,false,false,indications,3.26,3.92
Birch bark extract is indicated for the treatment of liver damage.,Birch bark extract,liver damage,epidermolysis bullosa,false,false,true,false,false,indications,3.26,4.1
Silver is not indicated for the treatment of acne.,Silver,acne,acne,false,true,true,false,false,indications,4.81,3.66
Silver is indicated for the treatment of acne.,Silver,acne,acne,true,false,true,false,false,indications,4.81,3.66
Silver is not indicated for the treatment of endometrial cancer.,Silver,endometrial cancer,acne,true,true,true,false,false,indications,4.81,2.58
Silver is indicated for the treatment of keratosis pilaris.,Silver,keratosis pilaris,acne,false,false,true,false,false,indications,4.81,1.44
Rimonabant is not indicated for the treatment of allergies.,Rimonabant,allergies,dyslipidaemia,true,true,true,false,false,indications,1.19,3.63
Rimonabant is indicated for the treatment of Hepatocellular Carcinoma.,Rimonabant,Hepatocellular Carcinoma,dyslipidaemia,false,false,true,false,false,indications,1.19,2.23
Phosphatidyl serine is not indicated for the treatment of cognitive impairment.,Phosphatidyl serine,cognitive impairment,"cognitive impairment, memory impairment",false,true,true,false,false,indications,1.35,3.44
Phosphatidyl serine is indicated for the treatment of cognitive impairment.,Phosphatidyl serine,cognitive impairment,"cognitive impairment, memory impairment",true,false,true,false,false,indications,1.35,3.44
Phosphatidyl serine is not indicated for the treatment of rheumatic diseases.,Phosphatidyl serine,rheumatic diseases,"cognitive impairment, memory impairment",true,true,true,false,false,indications,1.35,2.55
Phosphatidyl serine is indicated for the treatment of anal fissure.,Phosphatidyl serine,anal fissure,"cognitive impairment, memory impairment",false,false,true,false,false,indications,1.35,2.79
Phosphatidyl serine is not indicated for the treatment of memory impairment.,Phosphatidyl serine,memory impairment,"cognitive impairment, memory impairment",false,true,true,false,false,indications,1.35,3.53
Phosphatidyl serine is indicated for the treatment of memory impairment.,Phosphatidyl serine,memory impairment,"cognitive impairment, memory impairment",true,false,true,false,false,indications,1.35,3.53
Phosphatidyl serine is not indicated for the treatment of hallucinations.,Phosphatidyl serine,hallucinations,"cognitive impairment, memory impairment",true,true,true,false,false,indications,1.35,3.28
Phosphatidyl serine is indicated for the treatment of xerosis.,Phosphatidyl serine,xerosis,"cognitive impairment, memory impairment",false,false,true,false,false,indications,1.35,1.1
Sildenafil is not indicated for the treatment of erectile dysfunction.,Sildenafil,erectile dysfunction,"erectile dysfunction, pulmonary arterial hypertension, pulmonary hypertension",false,true,true,false,false,indications,2.07,2.76
