statement,object_1,object_2,correct_object_2,correct,negation,real_object,category,is_true,is_false,is_unvefiriable,multiclass_label
The city of Eskişehir is not located in Turkey.,Eskişehir,Turkey,Turkey,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dubai is located in Mexico.,Dubai,Mexico,the United Arab Emirates,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Changdian is not located in Bolivia.,Changdian,Bolivia,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Vasto is located in Jordan.,Vasto,Jordan,Italy,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tashkent is not located in Belgium.,Tashkent,Belgium,Uzbekistan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"Commerce City is located in the United States, CO.",Commerce City,"the United States, CO","the United States, CO",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Polevskoy is not located in Russia.,Polevskoy,Russia,Russia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bissau is not located in Guinea-Bissau.,Bissau,Guinea-Bissau,Guinea-Bissau,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Caldas is located in Kenya.,Caldas,Kenya,Colombia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Anshun is not located in Syria.,Anshun,Syria,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Mérida is located in Mexico.,Mérida,Mexico,"Mexico, Venezuela, Spain",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Georgetown is located in the United States, KY.",Georgetown,"the United States, KY","the United States, KY, the United States, TX, Guyana",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
Quezon City is located in the Philippines.,Quezon City,the Philippines,the Philippines,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kolkata is not located in India.,Kolkata,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tashkent is not located in Uzbekistan.,Tashkent,Uzbekistan,Uzbekistan,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Greenville is not located in the United States, MS.",Greenville,"the United States, MS","the United States, NC, the United States, MS, the United States, SC",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Pesaro is located in the United States, OK.",Pesaro,"the United States, OK",Italy,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Hyderabad is not located in Puerto Rico.,Hyderabad,Puerto Rico,Pakistan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Dalian is not located in China.,Dalian,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bergisch Gladbach is located in Burundi.,Bergisch Gladbach,Burundi,Germany,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kota is not located in Botswana.,Kota,Botswana,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Shijiazhuang is located in Guadeloupe.,Shijiazhuang,Guadeloupe,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Rāmachandrapuram is not located in Belize.,Rāmachandrapuram,Belize,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Gravina in Puglia is not located in Montenegro.,Gravina in Puglia,Montenegro,Italy,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Bluefields is not located in the United States, HI.",Bluefields,"the United States, HI",Nicaragua,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Nowrangapur is not located in India.,Nowrangapur,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Xiaogan is not located in the United States, MA.",Xiaogan,"the United States, MA",China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Boumerdas is not located in Equatorial Guinea.,Boumerdas,Equatorial Guinea,Algeria,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Nasugbu is not located in Switzerland.,Nasugbu,Switzerland,the Philippines,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Yangjiang is not located in Morocco.,Yangjiang,Morocco,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Jieyang is located in China.,Jieyang,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Santiago is not located in Mexico.,Santiago,Mexico,"Peru, the Philippines, Mexico, Brazil, Chile",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Lippstadt is not located in Vanuatu.,Lippstadt,Vanuatu,Germany,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Patiāla is located in the South Korea.,Patiāla,the South Korea,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Hanjia is not located in China.,Hanjia,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dalu is not located in China.,Dalu,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Takeo is not located in Egypt.,Takeo,Egypt,"Japan, Cambodia",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Daqing is not located in China.,Daqing,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Moratuwa is located in Timor Leste.,Moratuwa,Timor Leste,Sri Lanka,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Santiago de Querétaro is not located in Mexico.,Santiago de Querétaro,Mexico,Mexico,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Zhuzhai is located in the North Macedonia.,Zhuzhai,the North Macedonia,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Fort Worth is located in Nigeria.,Fort Worth,Nigeria,"the United States, TX",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Gustavo Adolfo Madero is not located in Mexico.,Gustavo Adolfo Madero,Mexico,Mexico,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Curitiba is located in Latvia.,Curitiba,Latvia,Brazil,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Samara is located in Venezuela.,Samara,Venezuela,Russia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Kennewick is not located in the United States, WA.",Kennewick,"the United States, WA","the United States, WA",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Penn Hills is located in Namibia.,Penn Hills,Namibia,"the United States, PA",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Subic is not located in the Philippines.,Subic,the Philippines,the Philippines,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Meizhou is not located in China.,Meizhou,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Libon is not located in Equatorial Guinea.,Libon,Equatorial Guinea,the Philippines,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Zárate is located in Argentina.,Zárate,Argentina,Argentina,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sapiranga is not located in Brazil.,Sapiranga,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Cần Thơ is located in Guam.,Cần Thơ,Guam,Vietnam,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Karasu is not located in Turkey.,Karasu,Turkey,Turkey,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Georgetown is not located in the United States, KY.",Georgetown,"the United States, KY","the United States, KY, the United States, TX, Guyana",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Idkū is located in the United States, MI.",Idkū,"the United States, MI",Egypt,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Balsas is not located in Brazil.,Balsas,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of West Sacramento is not located in Indonesia.,West Sacramento,Indonesia,"the United States, CA",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Baihecun is not located in China.,Baihecun,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Sagaing is not located in the North Macedonia.,Sagaing,the North Macedonia,Myanmar,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Harare is not located in Zimbabwe.,Harare,Zimbabwe,Zimbabwe,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bucharest is not located in Argentina.,Bucharest,Argentina,Romania,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Yeongju is located in Latvia.,Yeongju,Latvia,the South Korea,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Shuijiang is not located in the United States, VA.",Shuijiang,"the United States, VA",China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Patiāla is not located in Malawi.,Patiāla,Malawi,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Tangba is not located in China.,Tangba,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Foshan is not located in China.,Foshan,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Morada Nova is not located in Brazil.,Morada Nova,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Xiaogan is not located in China.,Xiaogan,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nghĩa Lộ is located in Botswana.,Nghĩa Lộ,Botswana,Vietnam,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Putian is located in Russia.,Putian,Russia,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Birgañj is located in Nepal.,Birgañj,Nepal,Nepal,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Wa is not located in Nicaragua.,Wa,Nicaragua,Ghana,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Abidjan is located in the Ivory Coast.,Abidjan,the Ivory Coast,the Ivory Coast,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Şafwá is located in Saudi Arabia.,Şafwá,Saudi Arabia,Saudi Arabia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Al Minshāh is located in Egypt.,Al Minshāh,Egypt,Egypt,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Chelyabinsk is not located in Iran.,Chelyabinsk,Iran,Russia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Çankaya is located in Spain.,Çankaya,Spain,Turkey,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Caltanissetta is not located in Samoa.,Caltanissetta,Samoa,Italy,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Yeongju is not located in Mozambique.,Yeongju,Mozambique,the South Korea,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Abobo is not located in the Ivory Coast.,Abobo,the Ivory Coast,the Ivory Coast,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dunkwa is not located in Ghana.,Dunkwa,Ghana,Ghana,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ar Ramthā is not located in Jordan.,Ar Ramthā,Jordan,Jordan,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Lucknow is located in India.,Lucknow,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Zanzibar is located in Finland.,Zanzibar,Finland,Tanzania,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Jiangmen is not located in the United States, NM.",Jiangmen,"the United States, NM",China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Al Başrah al Qadīmah is located in Iraq.,Al Başrah al Qadīmah,Iraq,Iraq,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Victoria is located in Lebanon.,Victoria,Lebanon,"Hong Kong, the United States, TX, Canada",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Malatya is located in Turkey.,Malatya,Turkey,Turkey,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Borlänge is not located in Sweden.,Borlänge,Sweden,Sweden,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kano is located in Nigeria.,Kano,Nigeria,Nigeria,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Dar Chioukh is not located in Algeria.,Dar Chioukh,Algeria,Algeria,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tremblay-en-France is located in France.,Tremblay-en-France,France,France,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Idkū is not located in Egypt.,Idkū,Egypt,Egypt,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dunwoody is not located in Belize.,Dunwoody,Belize,"the United States, GA",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Hyesan is located in the North Korea.,Hyesan,the North Korea,the North Korea,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Guarulhos is located in Brazil.,Guarulhos,Brazil,Brazil,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Usinsk is not located in Russia.,Usinsk,Russia,Russia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Tabriz is not located in the United States, UT.",Tabriz,"the United States, UT",Iran,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Tieqiao is located in Lesotho.,Tieqiao,Lesotho,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Malang is located in Denmark.,Malang,Denmark,Indonesia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Margahayukencana is located in Indonesia.,Margahayukencana,Indonesia,Indonesia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Grand Island is located in Germany.,Grand Island,Germany,"the United States, NE",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Maputo is located in Sudan.,Maputo,Sudan,Mozambique,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Al Qurayn is not located in Pakistan.,Al Qurayn,Pakistan,Egypt,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Jerusalem is not located in the United States, KS.",Jerusalem,"the United States, KS",Israel,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kampong Dungun is not located in Malaysia.,Kampong Dungun,Malaysia,Malaysia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"Benin City is located in the United States, WA.",Benin City,"the United States, WA",Nigeria,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Dallas is located in the United States, TX.",Dallas,"the United States, TX","the United States, TX",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Accra is located in the United States, OH.",Accra,"the United States, OH",Ghana,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Alsdorf is not located in Germany.,Alsdorf,Germany,Germany,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ziyang is not located in Latvia.,Ziyang,Latvia,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Setúbal is located in Portugal.,Setúbal,Portugal,Portugal,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Bulawayo is located in Kosovo.,Bulawayo,Kosovo,Zimbabwe,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Harare is located in Tunisia.,Harare,Tunisia,Zimbabwe,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ariana is not located in Nepal.,Ariana,Nepal,Tunisia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Belo Horizonte is not located in the Comoros.,Belo Horizonte,the Comoros,Brazil,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Tagoloan is located in the Philippines.,Tagoloan,the Philippines,the Philippines,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Ahvaz is not located in the United States, NE.",Ahvaz,"the United States, NE",Iran,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kuta is not located in Liberia.,Kuta,Liberia,Indonesia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kaeng Khoi is not located in the Barbados.,Kaeng Khoi,the Barbados,Thailand,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Shiyan is located in China.,Shiyan,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Cherëmushki is not located in Russia.,Cherëmushki,Russia,Russia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Bontang is not located in the United States, NC.",Bontang,"the United States, NC",Indonesia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Giza is located in Latvia.,Giza,Latvia,Egypt,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Jieyang is not located in Curacao.,Jieyang,Curacao,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Toulon is located in Croatia.,Toulon,Croatia,France,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nashik is not located in India.,Nashik,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tianzhuang is located in China.,Tianzhuang,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Alençon is located in France.,Alençon,France,France,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Adana is located in Burkina Faso.,Adana,Burkina Faso,Turkey,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bremerhaven is not located in Germany.,Bremerhaven,Germany,Germany,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Navi Mumbai is not located in India.,Navi Mumbai,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Asunción is located in Paraguay.,Asunción,Paraguay,Paraguay,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Xuzhou is located in the United States, VT.",Xuzhou,"the United States, VT",China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Edmonton is located in Canada.,Edmonton,Canada,"the United Kingdom, Canada",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Yiyang is located in China.,Yiyang,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of San Francisco is not located in Botswana.,San Francisco,Botswana,"the United States, CA, Costa Rica, Argentina",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sakai is not located in Ireland.,Sakai,Ireland,Japan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Changshu is located in China.,Changshu,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Cibinong is located in Sweden.,Cibinong,Sweden,Indonesia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Hangzhou is not located in the United States, WA.",Hangzhou,"the United States, WA",China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Genk is not located in Belgium.,Genk,Belgium,Belgium,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Saqqez is located in Iran.,Saqqez,Iran,Iran,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Nandu is not located in China.,Nandu,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Suwon is not located in the South Korea.,Suwon,the South Korea,the South Korea,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Sibsāgar is located in Denmark.,Sibsāgar,Denmark,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Xining is located in China.,Xining,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Mérida is not located in Madagascar.,Mérida,Madagascar,"Mexico, Venezuela, Spain",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of San Diego is located in Senegal.,San Diego,Senegal,"the United States, CA",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tripoli is located in Hungary.,Tripoli,Hungary,"Lebanon, Libya",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nanjing is located in Guyana.,Nanjing,Guyana,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kibungo is located in Italy.,Kibungo,Italy,Rwanda,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dublin is not located in Uruguay.,Dublin,Uruguay,"the United States, CA, Ireland, the United States, OH",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Lucknow is located in the United States, MD.",Lucknow,"the United States, MD",India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Yueyang is not located in Russia.,Yueyang,Russia,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Incheon is not located in Cabo Verde.,Incheon,Cabo Verde,the South Korea,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Curitiba is located in Brazil.,Curitiba,Brazil,Brazil,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Nigel is located in the South Africa.,Nigel,the South Africa,the South Africa,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kobe is located in Uganda.,Kobe,Uganda,Japan,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Yangzhou is located in China.,Yangzhou,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Velikiy Ustyug is located in Russia.,Velikiy Ustyug,Russia,Russia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Plano is not located in the United States, TX.",Plano,"the United States, TX","the United States, TX",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Chelyabinsk is not located in Russia.,Chelyabinsk,Russia,Russia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Hegang is not located in China.,Hegang,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kórinthos is not located in Greece.,Kórinthos,Greece,Greece,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tiruchirappalli is located in India.,Tiruchirappalli,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
