statement,object_1,object_2,correct_object_2,correct,negation,real_object,category
Nuance is not a type of a principal.,nuance,principal,"import, meaning, significance, signification",TRUE,TRUE,TRUE,types
Diagnostician is a type of a medical specialist.,diagnostician,medical specialist,"medical specialist, specialist",TRUE,FALSE,TRUE,types
Aborigine is a type of a somebody.,aborigine,somebody,"soul, individual, mortal, person, somebody, someone",TRUE,FALSE,TRUE,types
Masjid is a type of a mother.,masjid,mother,"place of worship, house of prayer, house of worship, house of god",FALSE,FALSE,TRUE,types
Shitting is not a type of an excreting.,shitting,excreting,"excreting, excretion, elimination, evacuation, voiding",FALSE,TRUE,TRUE,types
Repast is not a type of victuals.,repast,victuals,"victuals, nutriment, aliment, alimentation, sustenance, nutrition, nourishment",FALSE,TRUE,TRUE,types
Dropper is a type of a pipette.,dropper,pipette,"pipet, pipette",TRUE,FALSE,TRUE,types
Bridgework is not a type of an academic degree.,bridgework,academic degree,"dental plate, denture, plate",TRUE,TRUE,TRUE,types
Firebrand is not a type of a tissue layer.,firebrand,tissue layer,"troubler, mischief-maker, bad hat, trouble maker, troublemaker",TRUE,TRUE,TRUE,types
Midriff is a type of a trainee.,midriff,trainee,"muscular structure, membrane, muscle system, musculature, tissue layer",FALSE,FALSE,TRUE,types
Slobber is not a type of a nutrient.,slobber,nutrient,"saliva, spit, spittle",TRUE,TRUE,TRUE,types
Meg is a type of a large integer.,meg,large integer,large integer,TRUE,FALSE,TRUE,types
Debater is not a type of an eristic.,debater,eristic,"controversialist, disputant, eristic",FALSE,TRUE,TRUE,types
Midden is not a type of an understanding.,midden,understanding,"wasteyard, dump, dumpsite, garbage dump, rubbish dump, trash dump, waste-yard",TRUE,TRUE,TRUE,types
Ojibwa is not a type of a miscellany.,ojibwa,miscellany,"algonquian, algonquian language, algonquin",TRUE,TRUE,TRUE,types
Turboprop is a type of a propeller plane.,turboprop,propeller plane,propeller plane,TRUE,FALSE,TRUE,types
Metro is not a type of an ointment.,metro,ointment,"railroad, railroad line, railway, railway line, railway system",TRUE,TRUE,TRUE,types
Hauberk is a type of a time unit.,hauberk,time unit,"chain armor, chain armour, chain mail, mail, ring armor, ring armour, ring mail",FALSE,FALSE,TRUE,types
Bacteriophage is not a type of virus.,bacteriophage,virus,virus,FALSE,TRUE,TRUE,types
Merchandise is a type of a jewish holy day.,merchandise,jewish holy day,"trade good, good, commodity",FALSE,FALSE,TRUE,types
Enjoining is a type of a prohibition.,enjoining,prohibition,"prohibition, proscription, ban",TRUE,FALSE,TRUE,types
Amnio is not a type of centesis.,amnio,centesis,"centesis, prenatal diagnosis",FALSE,TRUE,TRUE,types
Contredanse is a type of a ring mail.,contredanse,ring mail,"folk dance, folk dancing",FALSE,FALSE,TRUE,types
Crooner is a type of a representational process.,crooner,representational process,"singer, vocaliser, vocalist, vocalizer",FALSE,FALSE,TRUE,types
Pekinese is not a type of an unfortunate.,pekinese,unfortunate,"toy, toy dog",TRUE,TRUE,TRUE,types
Savant is a type of a sexual union.,savant,sexual union,"bookman, scholar, scholarly person, student",FALSE,FALSE,TRUE,types
Aspergillus is not a type of fungus genus.,aspergillus,fungus genus,fungus genus,FALSE,TRUE,TRUE,types
Discontinuation is a type of an administration.,discontinuation,administration,"termination, ending, conclusion",FALSE,FALSE,TRUE,types
Muttonhead is a type of a nymph.,muttonhead,nymph,"dolt, dullard, pillock, poor fish, pudden-head, pudding head, stupe, stupid, stupid person",FALSE,FALSE,TRUE,types
Cringle is not a type of a beholder.,cringle,beholder,"fastener, fastening, fixing, holdfast",TRUE,TRUE,TRUE,types
Trailhead is a type of a rootage.,trailhead,rootage,"beginning, origin, root, rootage, source",TRUE,FALSE,TRUE,types
Provocation is not a type of a composite.,provocation,composite,encouragement,TRUE,TRUE,TRUE,types
Younker is not a type of a juvenile person.,younker,juvenile person,"juvenile, juvenile person",FALSE,TRUE,TRUE,types
Palpation is a type of a prayer.,palpation,prayer,"examination, scrutiny, touch, touching",FALSE,FALSE,TRUE,types
Fist is not a type of a paw.,fist,paw,"hand, manus, mitt, paw",FALSE,TRUE,TRUE,types
Woodworking is a type of a hokum.,woodworking,hokum,"trade, craft",FALSE,FALSE,TRUE,types
Guncotton is a type of a nitrate.,guncotton,nitrate,"cellulose ester, nitrate",TRUE,FALSE,TRUE,types
Trend is a type of a tendency.,trend,tendency,"disposition, tendency, inclination",TRUE,FALSE,TRUE,types
Kitbag is not a type of a packsack.,kitbag,packsack,"back pack, backpack, haversack, knapsack, packsack, rucksack",FALSE,TRUE,TRUE,types
Proletariat is a type of a social class.,proletariat,social class,"socio-economic class, stratum, class, social class",TRUE,FALSE,TRUE,types
Blackening is not a type of a someone.,blackening,someone,change of color,TRUE,TRUE,TRUE,types
Tailing is not a type of a chase.,tailing,chase,"chase, following, pursual, pursuit",FALSE,TRUE,TRUE,types
Fumes is a type of a waste.,fumes,waste,"gas, waste, waste material, waste matter, waste product",TRUE,FALSE,TRUE,types
Signified is a type of a flower arrangement.,signified,flower arrangement,"significance, import, meaning, signification",FALSE,FALSE,TRUE,types
Captainship is not a type of a public assistance.,captainship,public assistance,"berth, billet, office, place, position, post, situation, spot",TRUE,TRUE,TRUE,types
Leash is a type of a restraint.,leash,restraint,"constraint, restraint",TRUE,FALSE,TRUE,types
Operetta is not a type of a comic opera.,operetta,comic opera,"bouffe, comic opera, opera bouffe, opera comique",FALSE,TRUE,TRUE,types
Pseudomonas is not a type of bacteria genus.,pseudomonas,bacteria genus,bacteria genus,FALSE,TRUE,TRUE,types
Owl is not a type of a raptor.,owl,raptor,"bird of prey, raptorial bird, raptor",FALSE,TRUE,TRUE,types
Candidacy is not a type of a campaign.,candidacy,campaign,"campaign, crusade, movement, drive, effort, cause",FALSE,TRUE,TRUE,types
Pajama is a type of a country.,pajama,country,"nightwear, sleepwear, nightclothes",FALSE,FALSE,TRUE,types
Clod is not a type of an agglomeration.,clod,agglomeration,agglomeration,FALSE,TRUE,TRUE,types
Bambino is not a type of an oligochaete worm.,bambino,oligochaete worm,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",TRUE,TRUE,TRUE,types
Transparency is not a type of unhappiness.,transparency,unhappiness,physical phenomenon,TRUE,TRUE,TRUE,types
Veiling is not a type of an indulgence.,veiling,indulgence,"meshing, net, network, mesh, meshwork",TRUE,TRUE,TRUE,types
Dative is not a type of an oblique case.,dative,oblique case,"oblique, oblique case",FALSE,TRUE,TRUE,types
Whatchamacallit is a type of an impulse.,whatchamacallit,impulse,stuff,FALSE,FALSE,TRUE,types
Kitbag is a type of a haversack.,kitbag,haversack,"back pack, backpack, haversack, knapsack, packsack, rucksack",TRUE,FALSE,TRUE,types
Midriff is a type of a musculature.,midriff,musculature,"muscular structure, membrane, muscle system, musculature, tissue layer",TRUE,FALSE,TRUE,types
Clavicle is a type of a bone.,clavicle,bone,"bone, os",TRUE,FALSE,TRUE,types
Diode is a type of a doctrine.,diode,doctrine,"electron tube, vacuum tube, thermionic tube, thermionic vacuum tube, thermionic valve, tube",FALSE,FALSE,TRUE,types
Playfulness is not a type of a w.m.d..,playfulness,w.m.d.,levity,TRUE,TRUE,TRUE,types
Taliban is a type of a crime.,taliban,crime,religious movement,FALSE,FALSE,TRUE,types
Chlorpromazine is not a type of a thiodiphenylamine.,chlorpromazine,thiodiphenylamine,"antipsychotic, antipsychotic agent, antipsychotic drug, major tranquilizer, major tranquilliser, major tranquillizer, neuroleptic, neuroleptic agent, neuroleptic drug, phenothiazine, thiodiphenylamine",FALSE,TRUE,TRUE,types
Url is not a type of an ecm.,url,ecm,"address, computer address, reference",TRUE,TRUE,TRUE,types
Foreword is not a type of an introduction.,foreword,introduction,introduction,FALSE,TRUE,TRUE,types
Caboose is a type of a railway car.,caboose,railway car,"car, railcar, railroad car, railway car",TRUE,FALSE,TRUE,types
Misgiving is a type of a situation.,misgiving,situation,"expectation, outlook, prospect",FALSE,FALSE,TRUE,types
Firebrand is not a type of a bad hat.,firebrand,bad hat,"troubler, mischief-maker, bad hat, trouble maker, troublemaker",FALSE,TRUE,TRUE,types
Turnabout is a type of a change of direction.,turnabout,change of direction,"reorientation, change of direction",TRUE,FALSE,TRUE,types
Muttonhead is a type of a mating.,muttonhead,mating,"dolt, dullard, pillock, poor fish, pudden-head, pudding head, stupe, stupid, stupid person",FALSE,FALSE,TRUE,types
Protrusion is not a type of a stack.,protrusion,stack,change of shape,TRUE,TRUE,TRUE,types
Stetson is not a type of a hat.,stetson,hat,"chapeau, hat, lid",FALSE,TRUE,TRUE,types
Proofreader is a type of a stratum.,proofreader,stratum,"pressman, printer",FALSE,FALSE,TRUE,types
Deterioration is a type of a classical music.,deterioration,classical music,decay,FALSE,FALSE,TRUE,types
Grime is a type of dirtiness.,grime,dirtiness,"uncleanness, dirtiness",TRUE,FALSE,TRUE,types
Plantagenet is a type of a garment.,plantagenet,garment,"dynasty, royal family, royal house, royal line, royalty",FALSE,FALSE,TRUE,types
Clod is not a type of a tricyclic antidepressant drug.,clod,tricyclic antidepressant drug,agglomeration,TRUE,TRUE,TRUE,types
Churl is a type of a disagreeable person.,churl,disagreeable person,"disagreeable person, unpleasant person",TRUE,FALSE,TRUE,types
Marginalization is a type of a dodging.,marginalization,dodging,social process,FALSE,FALSE,TRUE,types
Repast is not a type of a guardian.,repast,guardian,"victuals, nutriment, aliment, alimentation, sustenance, nutrition, nourishment",TRUE,TRUE,TRUE,types
Kava is a type of an interloper.,kava,interloper,"alcohol, alcoholic beverage, alcoholic drink, inebriant, intoxicant",FALSE,FALSE,TRUE,types
Hauberk is a type of a chain armour.,hauberk,chain armour,"chain armor, chain armour, chain mail, mail, ring armor, ring armour, ring mail",TRUE,FALSE,TRUE,types
Mountainside is a type of a flux unit.,mountainside,flux unit,"incline, side, slope",FALSE,FALSE,TRUE,types
Shootout is a type of a fighting.,shootout,fighting,"combat, fight, fighting, scrap",TRUE,FALSE,TRUE,types
Argon is not a type of a chemical element.,argon,chemical element,"argonon, chemical element, element, inert gas, noble gas",FALSE,TRUE,TRUE,types
Sprite is not a type of a spiritual being.,sprite,spiritual being,"supernatural being, spiritual being",FALSE,TRUE,TRUE,types
Taliban is not a type of religious movement.,taliban,religious movement,religious movement,FALSE,TRUE,TRUE,types
Bambino is a type of a personal property.,bambino,personal property,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",FALSE,FALSE,TRUE,types
Undersoil is a type of a pipette.,undersoil,pipette,"dirt, soil",FALSE,FALSE,TRUE,types
Prof is not a type of an entree.,prof,entree,"academic, academician, faculty member",TRUE,TRUE,TRUE,types
Abruption is not a type of a sexual activity.,abruption,sexual activity,"break, disruption, gap, interruption",TRUE,TRUE,TRUE,types
Bromine is a type of a distribution.,bromine,distribution,"chemical element, element, halogen",FALSE,FALSE,TRUE,types
Muggins is not a type of a brain tumour.,muggins,brain tumour,"simpleton, simple",TRUE,TRUE,TRUE,types
Caressing is a type of a note.,caressing,note,"arousal, foreplay, stimulation",FALSE,FALSE,TRUE,types
Merchandise is a type of a commander.,merchandise,commander,"trade good, good, commodity",FALSE,FALSE,TRUE,types
Wife is not a type of a married person.,wife,married person,"mate, spouse, partner, adult female, woman, better half, married person",FALSE,TRUE,TRUE,types
Bambino is a type of a fry.,bambino,fry,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",TRUE,FALSE,TRUE,types
Pajama is not a type of actus reus.,pajama,actus reus,"nightwear, sleepwear, nightclothes",TRUE,TRUE,TRUE,types
Comportment is not a type of a support payment.,comportment,support payment,"manner, personal manner",TRUE,TRUE,TRUE,types
Canola is a type of an anticoagulant.,canola,anticoagulant,"oil, vegetable oil",FALSE,FALSE,TRUE,types
Muttonhead is a type of a stupid.,muttonhead,stupid,"dolt, dullard, pillock, poor fish, pudden-head, pudding head, stupe, stupid, stupid person",TRUE,FALSE,TRUE,types
Spectroscope is not a type of a self-report personality inventory.,spectroscope,self-report personality inventory,optical instrument,TRUE,TRUE,TRUE,types
Corticoid is a type of a mail.,corticoid,mail,"steroid, steroid hormone, sex hormone",FALSE,FALSE,TRUE,types
Waif is not a type of a philosophical doctrine.,waif,philosophical doctrine,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",TRUE,TRUE,TRUE,types
Amphitheater is not a type of a potential unit.,amphitheater,potential unit,"sports stadium, arena, bowl, stadium",TRUE,TRUE,TRUE,types
Caseworker is not a type of a hemp.,caseworker,hemp,public servant,TRUE,TRUE,TRUE,types
Muttonhead is a type of a dullard.,muttonhead,dullard,"dolt, dullard, pillock, poor fish, pudden-head, pudding head, stupe, stupid, stupid person",TRUE,FALSE,TRUE,types
Bi is not a type of a string.,bi,string,"metal, metallic element",TRUE,TRUE,TRUE,types
Stetson is a type of a lid.,stetson,lid,"chapeau, hat, lid",TRUE,FALSE,TRUE,types
Foundry is not a type of unhurriedness.,foundry,unhurriedness,"mill, factory, manufactory, manufacturing plant",TRUE,TRUE,TRUE,types
Directness is not a type of a reproval.,directness,reproval,"honestness, honesty",TRUE,TRUE,TRUE,types
Xtc is not a type of clumsiness.,XTC,clumsiness,"mdma, methylenedioxymethamphetamine",TRUE,TRUE,TRUE,types
Learning is a type of an interruption.,learning,interruption,education,FALSE,FALSE,TRUE,types
Sanatarium is a type of a hospital.,sanatarium,hospital,"hospital, infirmary",TRUE,FALSE,TRUE,types
Wanderlust is a type of a psychedelic drug.,wanderlust,psychedelic drug,"impulse, urge",FALSE,FALSE,TRUE,types
Cartel is not a type of a syndicate.,cartel,syndicate,"consortium, pool, syndicate",FALSE,TRUE,TRUE,types
Bambino is a type of physics.,bambino,physics,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",FALSE,FALSE,TRUE,types
Ml is not a type of an imbibition.,ml,imbibition,metric capacity unit,TRUE,TRUE,TRUE,types
Prosthesis is not a type of a restorative.,prosthesis,restorative,"restorative, corrective",FALSE,TRUE,TRUE,types
Chlorpromazine is not a type of a neuroleptic drug.,chlorpromazine,neuroleptic drug,"antipsychotic, antipsychotic agent, antipsychotic drug, major tranquilizer, major tranquilliser, major tranquillizer, neuroleptic, neuroleptic agent, neuroleptic drug, phenothiazine, thiodiphenylamine",FALSE,TRUE,TRUE,types
Madrona is not a type of arbutus.,madrona,arbutus,arbutus,FALSE,TRUE,TRUE,types
Ticker is not a type of a top.,ticker,top,"timepiece, timekeeper, horologe",TRUE,TRUE,TRUE,types
Bambino is not a type of a specializer.,bambino,specializer,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",TRUE,TRUE,TRUE,types
Prepuce is a type of a skin.,prepuce,skin,"tegument, skin, cutis",TRUE,FALSE,TRUE,types
Millinery is not a type of a shop.,millinery,shop,"shop, store",FALSE,TRUE,TRUE,types
Trend is a type of an ice-hockey player.,trend,ice-hockey player,"disposition, tendency, inclination",FALSE,FALSE,TRUE,types
